Index,HourType,YawRate,Speed,Heading
1807,Non Rush Hour,0.11,29.1,91.825
1808,Non Rush Hour,0.16,29.14,91.8125
1809,Non Rush Hour,0.11,29.12,91.725
1810,Non Rush Hour,-0.14,29.18,91.7375
1811,Non Rush Hour,-0.15,29.22,91.75
1812,Non Rush Hour,-0.1,29.18,91.7
1813,Non Rush Hour,-0.11,29.26,91.725
1814,Non Rush Hour,0.13,24,91.35
1815,Non Rush Hour,0.17,24.06,91.3875
1816,Non Rush Hour,0.13,24,91.35
1817,Non Rush Hour,0.06,24.12,91.3375
1818,Non Rush Hour,0.17,24.06,91.3875
1819,Non Rush Hour,0,24.18,91.2875
1820,Non Rush Hour,0.06,24.12,91.3375
1821,Non Rush Hour,-0.13,24.14,91.3625
1822,Non Rush Hour,-0.04,24.14,91.35
1823,Non Rush Hour,-0.13,24.14,91.3625
1824,Non Rush Hour,-0.09,24.2,91.3
1825,Non Rush Hour,-0.04,24.14,91.35
1826,Non Rush Hour,-0.07,24.28,91.3125
1827,Non Rush Hour,-0.09,24.2,91.3
1828,Non Rush Hour,-0.19,24.32,91.2375
1829,Non Rush Hour,-0.07,24.28,91.3125
1830,Non Rush Hour,-0.34,24.32,91.175
1831,Non Rush Hour,-0.19,24.32,91.2375
1832,Non Rush Hour,-0.49,24.38,91.1
1833,Non Rush Hour,-0.49,24.38,91.1
1834,Non Rush Hour,-0.2,24.4,91.2375
1835,Non Rush Hour,-0.16,24.54,91.0625
1836,Non Rush Hour,-0.16,24.54,91.0625
1837,Non Rush Hour,0.13,24.7,91.1125
1838,Non Rush Hour,1.35,24.9,93.2625
1839,Non Rush Hour,1.35,24.9,93.2625
1840,Non Rush Hour,0.99,24.82,93.525
1841,Non Rush Hour,0.99,24.82,93.525
1842,Non Rush Hour,0.98,24.76,93.6625
1843,Non Rush Hour,0.43,24.76,93.725
1844,Non Rush Hour,0.43,24.76,93.725
1845,Non Rush Hour,-0.17,24.64,93.6125
1846,Non Rush Hour,0.3,24.76,93.75
1847,Non Rush Hour,-0.17,24.64,93.6125
1848,Non Rush Hour,-0.32,24.62,93.6125
1849,Non Rush Hour,-0.35,24.5,93.525
1850,Non Rush Hour,-0.31,24.6,93.625
1851,Non Rush Hour,-0.35,24.5,93.525
1852,Non Rush Hour,0.46,26.6,91.6625
1853,Non Rush Hour,0.46,26.6,91.6625
1854,Non Rush Hour,0.35,26.72,91.625
1855,Non Rush Hour,0.2,26.66,91.575
1856,Non Rush Hour,-0.01,26.72,91.5125
1857,Non Rush Hour,-0.31,26.78,91.5125
1858,Non Rush Hour,-0.44,26.84,91.425
1859,Non Rush Hour,-0.23,26.76,91.525
1860,Non Rush Hour,-0.15,26.82,91.4875
1861,Non Rush Hour,0,24.74,91.0625
1862,Non Rush Hour,-0.13,24.8,91.025
1863,Non Rush Hour,0.13,24.74,91.1875
1864,Non Rush Hour,0.14,24.8,91.1375
1865,Non Rush Hour,-0.1,24.9,91.05
1866,Non Rush Hour,-0.01,24.94,91.1
1867,Non Rush Hour,0,24.9,91.1375
1868,Non Rush Hour,-0.01,24.94,91.1
1869,Non Rush Hour,0.2,25,91.1875
1870,Non Rush Hour,0.19,24.96,91.2125
1871,Non Rush Hour,0.13,25.06,91.1625
1872,Non Rush Hour,0.2,25,91.1875
1873,Non Rush Hour,0.13,25.06,91.1625
